pair_id,label,filename_similarity,content_similarity,metadata_similarity,size_similarity,tfidf_similarity,embedding_similarity,sha256_match,overall_similarity,difficulty,geometric_cluster_id,is_labeled,uncertainty_score,difficulty_code
4200,1,0.7308,0.9589,1.0,1.0,0.922,0.9588,0.0,0.931,Hard,1,False,0.5,2
4201,1,0.8696,0.9704,0.4333,1.0,0.9341,0.9517,0.0,0.8938,Hard,3,False,0.5,2
4202,0,0.5641,0.3148,0.5183,0.2678,0.024,0.0265,0.0,0.2297,Non-Duplicate,0,False,0.5,4
4203,1,0.7547,0.9946,0.6237,1.0,0.9825,0.999,0.0,0.9314,Hard,3,False,0.5,2
4204,0,0.5128,0.3894,0.4178,0.3026,0.026,0.0266,0.0,0.2412,Non-Duplicate,0,False,0.5,4
4205,0,0.4878,0.4466,0.4324,0.9472,0.0166,0.0157,0.0,0.2556,Non-Duplicate,2,False,0.5,4
4206,0,0.4091,0.4375,0.2813,0.9225,0.0199,0.0206,0.0,0.2313,Non-Duplicate,2,False,0.5,4
4207,0,0.6667,0.8282,0.2411,0.9772,0.4729,0.4912,0.0,0.5971,Non-Duplicate,2,False,0.5,4
4208,0,0.5,0.447,0.3055,0.7782,0.0199,0.0205,0.0,0.2461,Non-Duplicate,2,False,0.5,4
4209,0,0.4615,0.3995,0.3758,0.3464,0.0227,0.0237,0.0,0.2339,Non-Duplicate,0,False,0.5,4
4210,1,0.7451,0.9672,0.4333,1.0,0.9435,0.9714,0.0,0.8865,Hard,3,False,0.5,2
4211,0,0.6,0.3831,0.3945,0.2865,0.0312,0.0322,0.0,0.2478,Non-Duplicate,0,False,0.5,4
4212,0,0.3929,0.4089,0.2854,0.0534,0.0224,0.0312,0.0,0.2228,Non-Duplicate,0,False,0.5,4
4213,0,0.4103,0.4094,0.2128,0.7333,0.0105,0.0109,0.0,0.2104,Non-Duplicate,2,False,0.5,4
4214,0,0.5641,0.3129,0.526,0.23,0.0146,0.0145,0.0,0.2251,Non-Duplicate,0,False,0.5,4
4215,0,0.5128,0.2801,0.3616,0.2073,0.0187,0.0202,0.0,0.1942,Non-Duplicate,0,False,0.5,4
4216,1,0.7308,0.9961,0.6667,1.0,0.976,0.9988,0.0,0.9321,Medium,3,False,0.5,1
4217,0,0.6977,0.8317,0.3402,0.7707,0.348,0.3549,0.0,0.5529,Non-Duplicate,2,False,0.5,4
4218,0,0.3478,0.3867,0.3324,0.0204,0.0377,0.0456,0.0,0.2219,Non-Duplicate,0,False,0.5,4
4219,0,0.5128,0.2922,0.3338,0.248,0.0195,0.0205,0.0,0.1959,Non-Duplicate,0,False,0.5,4
4220,1,0.7407,0.9667,0.9872,1.0,0.9236,0.9826,0.0,0.9386,Medium,1,False,0.5,1
4221,0,0.4651,0.4299,0.3087,0.4069,0.0235,0.0251,0.0,0.2388,Non-Duplicate,0,False,0.5,4
4222,1,0.7742,1.0,0.7667,1.0,1.0,1.0,0.0,0.9541,Medium,1,False,0.5,1
4223,1,0.8065,1.0,0.9183,1.0,1.0,1.0,0.0,0.9725,Easy,1,False,0.5,0
4224,0,0.5128,0.3187,0.3676,0.2961,0.0146,0.0153,0.0,0.2063,Non-Duplicate,0,False,0.5,4
4225,1,0.8444,0.9911,0.4292,1.0,0.9846,0.9988,0.0,0.9202,Hard,3,False,0.5,2
4226,0,0.619,0.2975,0.3356,0.2288,0.0227,0.0237,0.0,0.21,Non-Duplicate,0,False,0.5,4
4227,0,0.4082,0.3003,0.263,0.0139,0.0415,0.0476,0.0,0.1921,Non-Duplicate,0,False,0.5,4
4228,0,0.4651,0.4226,0.2973,0.0519,0.018,0.0198,0.0,0.2326,Non-Duplicate,0,False,0.5,4
4229,0,0.6,0.3846,0.5753,0.2985,0.029,0.0322,0.0,0.2659,Non-Duplicate,0,False,0.5,4
4230,0,0.4651,0.4265,0.6137,0.4368,0.0163,0.0162,0.0,0.2645,Non-Duplicate,0,False,0.5,4
4231,1,0.8636,0.9874,1.0,1.0,0.9237,0.9617,0.0,0.9552,Medium,1,False,0.5,1
4232,0,0.4186,0.3502,0.3283,0.3112,0.0231,0.0262,0.0,0.2083,Non-Duplicate,0,False,0.5,4
4233,1,0.8889,0.9939,0.9968,1.0,0.9539,0.9689,0.0,0.9687,Easy,1,False,0.5,0
4234,0,0.5128,0.371,0.2525,0.3034,0.0224,0.0234,0.0,0.2167,Non-Duplicate,0,False,0.5,4
4235,0,0.4615,0.3395,0.6365,0.3121,0.0209,0.0224,0.0,0.2383,Non-Duplicate,0,False,0.5,4
4236,1,0.7547,1.0,0.6667,1.0,0.946,0.9431,0.0,0.9173,Hard,3,False,0.5,2
4237,0,0.4103,0.47,0.347,0.8344,0.0225,0.0222,0.0,0.2503,Non-Duplicate,2,False,0.5,4
4238,0,0.3929,0.4086,0.4183,0.047,0.0216,0.0242,0.0,0.2344,Non-Duplicate,0,False,0.5,4
4239,0,0.439,0.4172,0.6616,0.5669,0.0144,0.0137,0.0,0.2624,Non-Duplicate,2,False,0.5,4
4240,0,0.5128,0.3856,0.5443,0.3276,0.0188,0.0196,0.0,0.2493,Non-Duplicate,0,False,0.5,4
4241,0,0.4615,0.3585,0.1621,0.3352,0.022,0.024,0.0,0.1982,Non-Duplicate,0,False,0.5,4
4242,1,0.8837,0.9738,0.5767,1.0,0.917,0.9541,0.0,0.907,Hard,3,False,0.5,2
4243,1,0.8889,1.0,0.8648,1.0,0.9563,0.9564,0.0,0.9557,Easy,1,False,0.5,0
4244,1,0.8293,0.9956,0.4333,1.0,0.986,0.9991,0.0,0.921,Hard,3,False,0.5,2
4245,1,0.9268,1.0,1.0,1.0,0.9911,0.9992,0.0,0.9903,Easy,1,False,0.5,0
4246,1,0.7451,0.9643,1.0,1.0,0.918,0.961,0.0,0.9337,Medium,1,False,0.5,1
4247,0,0.4651,0.4285,0.4059,0.9302,0.0165,0.0143,0.0,0.244,Non-Duplicate,2,False,0.5,4
4248,0,0.5,0.3926,0.5594,0.5368,0.0095,0.0066,0.0,0.2471,Non-Duplicate,0,False,0.5,4
4249,0,0.5128,0.3527,0.3224,0.364,0.0185,0.0178,0.0,0.2151,Non-Duplicate,0,False,0.5,4
4250,1,0.8889,1.0,1.0,1.0,0.99,0.9995,0.0,0.9863,Easy,1,False,0.5,0
4251,0,0.4103,0.3909,0.2548,0.7637,0.0073,0.0062,0.0,0.2064,Non-Duplicate,2,False,0.5,4
4252,1,0.7234,0.9958,0.9292,1.0,0.9863,0.9991,0.0,0.9602,Easy,1,False,0.5,0
4253,0,0.4151,0.1498,0.5909,0.0198,0.0322,0.0319,0.0,0.1674,Non-Duplicate,0,False,0.5,4
4254,0,0.5128,0.3933,0.216,0.3913,0.0292,0.031,0.0,0.224,Non-Duplicate,0,False,0.5,4
4255,0,0.5641,0.3742,0.5781,0.3226,0.019,0.0228,0.0,0.2545,Non-Duplicate,0,False,0.5,4
4256,0,0.95,0.6637,0.4169,0.8927,0.2712,0.2878,0.0,0.4943,Non-Duplicate,2,False,0.5,4
4257,0,0.5128,0.3693,0.3968,0.3122,0.0302,0.0311,0.0,0.234,Non-Duplicate,0,False,0.5,4
4258,0,0.5128,0.3111,0.6548,0.2414,0.0244,0.0263,0.0,0.237,Non-Duplicate,0,False,0.5,4
4259,1,0.7451,0.992,0.4333,1.0,0.9353,0.9967,0.0,0.8982,Hard,3,False,0.5,2
4260,0,0.4878,0.4209,0.5516,0.9882,0.009,0.0069,0.0,0.2549,Non-Duplicate,2,False,0.5,4
4261,1,0.8571,1.0,0.4913,1.0,0.9579,0.9614,0.0,0.9166,Hard,3,False,0.5,2
4262,0,0.3125,0.2579,0.3744,0.0131,0.0136,0.0142,0.0,0.1652,Non-Duplicate,0,False,0.5,4
4263,0,0.4878,0.4204,0.2785,0.3976,0.02,0.0205,0.0,0.2329,Non-Duplicate,0,False,0.5,4
4264,1,0.8837,1.0,0.6041,1.0,0.9473,0.9465,0.0,0.9249,Hard,3,False,0.5,2
4265,0,0.5,0.363,0.3247,0.3291,0.0272,0.0284,0.0,0.222,Non-Duplicate,0,False,0.5,4
4266,0,0.5128,0.3281,0.5521,0.3008,0.0191,0.0196,0.0,0.23,Non-Duplicate,0,False,0.5,4
4267,1,0.7308,1.0,0.6667,1.0,0.9957,0.997,0.0,0.9381,Medium,3,False,0.5,1
4268,0,0.5128,0.3353,0.2721,0.2233,0.0239,0.0242,0.0,0.2067,Non-Duplicate,0,False,0.5,4
4269,1,0.9057,1.0,1.0,1.0,1.0,1.0,0.0,0.9906,Easy,1,False,0.5,0
4270,1,0.8333,1.0,0.5037,1.0,0.9677,0.97,0.0,0.9196,Hard,3,False,0.5,2
4271,0,0.3571,0.2854,0.4699,0.0161,0.0287,0.0124,0.0,0.1922,Non-Duplicate,0,False,0.5,4
4272,1,0.7451,0.993,0.9767,1.0,0.9609,0.9736,0.0,0.9547,Medium,1,False,0.5,1
4273,0,0.5128,0.2945,0.3434,0.2493,0.0241,0.0254,0.0,0.1998,Non-Duplicate,0,False,0.5,4
4274,0,0.4651,0.3823,0.2986,0.3414,0.016,0.0172,0.0,0.2176,Non-Duplicate,0,False,0.5,4
4275,1,0.7547,0.9921,1.0,1.0,0.9728,0.9962,0.0,0.9651,Easy,1,False,0.5,0
4276,1,0.7308,0.9725,1.0,1.0,0.9044,0.9873,0.0,0.937,Medium,1,False,0.5,1
4277,0,0.6818,0.8306,0.4142,0.7977,0.4064,0.42,0.0,0.5859,Non-Duplicate,2,False,0.5,4
4278,1,0.9268,1.0,0.6484,1.0,0.9963,0.9995,0.0,0.9565,Easy,3,False,0.5,0
4279,0,0.4651,0.3603,0.368,0.2908,0.0221,0.0234,0.0,0.2196,Non-Duplicate,0,False,0.5,4
4280,1,0.7547,1.0,0.3735,1.0,0.9965,0.9995,0.0,0.9118,Hard,3,False,0.5,2
4281,1,0.7742,0.975,0.7667,1.0,0.9656,0.9913,0.0,0.935,Medium,1,False,0.5,1
4282,1,0.8837,1.0,0.6667,1.0,0.9873,0.9865,0.0,0.9492,Medium,3,False,0.5,1
4283,0,0.4865,0.4197,0.3817,0.904,0.0116,0.0127,0.0,0.2392,Non-Duplicate,2,False,0.5,4
4284,0,0.3913,0.2805,0.347,0.0128,0.0555,0.0632,0.0,0.1985,Non-Duplicate,0,False,0.5,4
4285,1,0.8889,0.9986,0.4333,1.0,0.9859,0.9979,0.0,0.9278,Hard,3,False,0.5,2
4286,0,0.6316,0.4132,0.3877,0.3874,0.0257,0.0258,0.0,0.2581,Non-Duplicate,0,False,0.5,4
4287,0,0.4186,0.3604,0.3995,0.3029,0.0174,0.0186,0.0,0.216,Non-Duplicate,0,False,0.5,4
4288,1,0.902,1.0,1.0,1.0,0.994,0.9999,0.0,0.9887,Easy,1,False,0.5,0
4289,0,0.5405,0.419,0.3735,0.9309,0.0082,0.0072,0.0,0.2415,Non-Duplicate,2,False,0.5,4
4290,0,0.4737,0.4403,0.4201,0.7377,0.013,0.0136,0.0,0.2495,Non-Duplicate,2,False,0.5,4
4291,0,0.5116,0.2864,0.3306,0.2127,0.0258,0.0281,0.0,0.1965,Non-Duplicate,0,False,0.5,4
4292,0,0.5128,0.3317,0.3854,0.2832,0.0196,0.021,0.0,0.215,Non-Duplicate,0,False,0.5,4
4293,0,0.4615,0.3114,0.279,0.2661,0.0198,0.0216,0.0,0.1923,Non-Duplicate,0,False,0.5,4
4294,0,0.4651,0.394,0.358,0.3654,0.0172,0.0183,0.0,0.2282,Non-Duplicate,0,False,0.5,4
4295,1,0.8511,1.0,0.6475,1.0,0.9612,0.9618,0.0,0.9325,Medium,3,False,0.5,1
4296,0,0.4615,0.3141,0.3612,0.256,0.0173,0.0172,0.0,0.2,Non-Duplicate,0,False,0.5,4
4297,0,0.5405,0.3497,0.3872,0.2917,0.0144,0.0135,0.0,0.2215,Non-Duplicate,0,False,0.5,4
4298,1,0.8837,0.9757,0.4333,1.0,0.9488,0.9706,0.0,0.9045,Hard,3,False,0.5,2
4299,1,0.7308,0.9793,0.6667,1.0,0.9453,0.9941,0.0,0.9176,Hard,3,False,0.5,2
4300,0,0.5128,0.2734,0.4265,0.2131,0.0162,0.015,0.0,0.1967,Non-Duplicate,0,False,0.5,4
4301,0,0.5128,0.3154,0.9196,0.2668,0.0213,0.0245,0.0,0.2639,Non-Duplicate,0,False,0.5,4
4302,0,0.4444,0.4396,0.363,0.7003,0.0141,0.0137,0.0,0.2409,Non-Duplicate,2,False,0.5,4
4303,0,0.4878,0.4146,0.6516,0.716,0.0136,0.0175,0.0,0.2659,Non-Duplicate,2,False,0.5,4
4304,1,0.7869,1.0,0.4333,1.0,0.937,0.9382,0.0,0.8939,Hard,3,False,0.5,2
4305,1,0.8889,1.0,0.6667,1.0,0.9486,0.9472,0.0,0.9321,Medium,3,False,0.5,1
4306,0,0.4762,0.4366,0.3881,0.8497,0.0157,0.0162,0.0,0.2464,Non-Duplicate,2,False,0.5,4
4307,1,0.8837,1.0,1.0,1.0,0.9803,0.9853,0.0,0.9805,Easy,1,False,0.5,0
4308,1,0.7308,0.9668,0.2667,1.0,0.9266,0.9909,0.0,0.868,Hard,3,False,0.5,2
4309,1,0.9302,1.0,1.0,1.0,1.0,1.0,0.0,0.993,Easy,1,False,0.5,0
4310,0,0.5,0.3808,0.2575,0.3395,0.0283,0.0286,0.0,0.2218,Non-Duplicate,0,False,0.5,4
4311,0,0.5946,0.4142,0.2831,0.3668,0.0201,0.0204,0.0,0.2418,Non-Duplicate,0,False,0.5,4
4312,0,0.5641,0.3416,0.4187,0.2268,0.0199,0.0213,0.0,0.2271,Non-Duplicate,0,False,0.5,4
4313,0,0.5641,0.2786,0.2735,0.2105,0.0205,0.022,0.0,0.1908,Non-Duplicate,0,False,0.5,4
4314,1,0.8947,1.0,1.0,1.0,0.9812,0.9971,0.0,0.9842,Easy,1,False,0.5,0
4315,1,0.9302,0.9749,0.5804,1.0,0.9482,0.9645,0.0,0.9222,Hard,3,False,0.5,2
4316,1,0.8511,0.9824,0.4105,1.0,0.9548,0.9761,0.0,0.9039,Hard,3,False,0.5,2
4317,0,0.5128,0.3695,0.6242,0.3841,0.0165,0.0184,0.0,0.2508,Non-Duplicate,0,False,0.5,4
4318,0,0.5556,0.3331,0.6352,0.255,0.0166,0.018,0.0,0.2434,Non-Duplicate,0,False,0.5,4
4319,1,0.7407,0.9715,0.4333,1.0,0.9289,0.9641,0.0,0.8825,Hard,3,False,0.5,2
4320,1,0.8444,0.9982,0.6667,1.0,0.9911,0.9957,0.0,0.9474,Medium,3,False,0.5,1
4321,0,0.3582,0.3807,0.3785,0.0487,0.0208,0.0242,0.0,0.217,Non-Duplicate,0,False,0.5,4
4322,1,0.9268,1.0,1.0,1.0,0.9919,0.9959,0.0,0.9898,Easy,1,False,0.5,0
4323,1,0.9552,0.9988,0.5849,1.0,0.9999,1.0,0.0,0.9536,Medium,3,False,0.5,1
4324,1,0.8889,1.0,1.0,1.0,0.991,0.9996,0.0,0.9866,Easy,1,False,0.5,0
4325,1,0.9302,1.0,0.6466,1.0,0.9894,0.996,0.0,0.9542,Medium,3,False,0.5,1
4326,1,0.8444,0.9973,0.6667,1.0,1.0,1.0,0.0,0.9502,Medium,3,False,0.5,1
4327,1,0.8333,1.0,0.4333,1.0,0.9791,0.9863,0.0,0.9187,Hard,3,False,0.5,2
4328,1,0.8444,0.9859,0.4333,1.0,0.972,0.9807,0.0,0.912,Hard,3,False,0.5,2
4329,0,0.6,0.4038,0.4868,0.3689,0.0307,0.0324,0.0,0.2642,Non-Duplicate,0,False,0.5,4
4330,0,0.3582,0.382,0.2753,0.0464,0.0294,0.0308,0.0,0.2106,Non-Duplicate,0,False,0.5,4
4331,1,0.9333,1.0,0.6667,1.0,0.9983,0.9999,0.0,0.9596,Easy,3,False,0.5,0
4332,1,0.7308,0.9963,0.6667,1.0,0.9861,0.9993,0.0,0.9348,Medium,3,False,0.5,1
4333,0,0.5,0.3989,0.395,0.3616,0.0325,0.0349,0.0,0.2442,Non-Duplicate,0,False,0.5,4
4334,1,0.7586,0.995,1.0,1.0,0.9651,0.9963,0.0,0.9647,Easy,1,False,0.5,0
4335,0,0.5116,0.4067,0.4151,0.3999,0.021,0.0204,0.0,0.2443,Non-Duplicate,0,False,0.5,4
4336,0,0.4615,0.2783,0.4046,0.2233,0.0126,0.0136,0.0,0.1899,Non-Duplicate,0,False,0.5,4
4337,0,0.4091,0.378,0.4575,0.295,0.0251,0.0262,0.0,0.2305,Non-Duplicate,0,False,0.5,4
4338,1,0.7407,0.9909,1.0,1.0,0.9573,0.9929,0.0,0.9588,Easy,1,False,0.5,0
4339,0,0.4615,0.3215,0.3932,0.2138,0.0204,0.021,0.0,0.2073,Non-Duplicate,0,False,0.5,4
4340,0,0.4615,0.2473,0.416,0.1809,0.018,0.02,0.0,0.1828,Non-Duplicate,0,False,0.5,4
4341,0,0.3529,0.2206,0.2406,0.0105,0.0352,0.0418,0.0,0.1537,Non-Duplicate,0,False,0.5,4
4342,0,0.5128,0.3641,0.1776,0.3193,0.0214,0.022,0.0,0.2062,Non-Duplicate,0,False,0.5,4
4343,0,0.5128,0.314,0.2795,0.2621,0.0302,0.0324,0.0,0.2032,Non-Duplicate,0,False,0.5,4
4344,0,0.4615,0.3037,0.3146,0.2529,0.0253,0.0257,0.0,0.1954,Non-Duplicate,0,False,0.5,4
4345,1,0.8889,1.0,0.5315,1.0,0.9766,0.9791,0.0,0.932,Medium,3,False,0.5,1
4346,1,0.9362,0.9707,0.6872,1.0,0.9751,0.9852,0.0,0.9429,Medium,3,False,0.5,1
4347,1,0.7778,0.974,1.0,1.0,0.8836,0.9227,0.0,0.9241,Hard,1,False,0.5,2
4348,1,0.9268,0.988,0.7667,1.0,0.9845,0.9848,0.0,0.9583,Easy,1,False,0.5,0
4349,0,0.4,0.3466,0.211,0.2682,0.0282,0.0296,0.0,0.1954,Non-Duplicate,0,False,0.5,4
4350,1,0.84,1.0,0.6667,1.0,0.9752,0.9778,0.0,0.94,Medium,3,False,0.5,1
4351,0,0.5,0.3733,0.3881,0.3138,0.0257,0.0273,0.0,0.2314,Non-Duplicate,0,False,0.5,4
4352,0,0.4762,0.9339,0.2817,0.7883,0.4227,0.4385,0.0,0.596,Non-Duplicate,2,False,0.5,4
4353,0,0.4615,0.9221,0.384,0.6398,0.367,0.3833,0.0,0.5757,Non-Duplicate,2,False,0.5,4
4354,1,0.9091,1.0,0.7694,1.0,0.9967,0.9995,0.0,0.9669,Easy,1,False,0.5,0
4355,0,0.5128,0.3585,0.3379,0.3435,0.0198,0.0193,0.0,0.2194,Non-Duplicate,0,False,0.5,4
4356,1,0.9189,1.0,1.0,1.0,0.9673,0.9748,0.0,0.9787,Easy,1,False,0.5,0
4357,1,0.7451,0.9988,0.6667,1.0,0.9904,0.9997,0.0,0.9383,Medium,3,False,0.5,1
4358,0,0.6154,0.3218,0.4,0.2676,0.0175,0.0196,0.0,0.2225,Non-Duplicate,0,False,0.5,4
4359,1,0.9398,1.0,0.6667,1.0,0.9985,0.9989,0.0,0.96,Easy,3,False,0.5,0
4360,1,0.8923,0.9994,0.6667,1.0,0.9991,0.9996,0.0,0.9554,Easy,3,False,0.5,0
4361,0,0.7027,0.7471,0.2621,0.8171,0.3257,0.3374,0.0,0.5069,Non-Duplicate,2,False,0.5,4
4362,1,0.967,0.9867,1.0,1.0,0.9994,0.9994,0.0,0.9918,Easy,1,False,0.5,0
4363,1,0.75,0.9818,0.9607,1.0,0.9287,0.9742,0.0,0.9417,Medium,1,False,0.5,1
4364,1,0.7636,0.9703,1.0,1.0,0.9002,0.9839,0.0,0.9378,Medium,1,False,0.5,1
4365,0,0.4167,0.4676,0.4164,0.051,0.0282,0.0322,0.0,0.2604,Non-Duplicate,0,False,0.5,4
4366,0,0.4615,0.3791,0.3932,0.3373,0.026,0.0268,0.0,0.23,Non-Duplicate,0,False,0.5,4
4367,0,0.4167,0.2451,0.6443,0.0528,0.0356,0.0433,0.0,0.2094,Non-Duplicate,0,False,0.5,4
4368,0,0.4615,0.3068,0.5767,0.2546,0.0248,0.026,0.0,0.2226,Non-Duplicate,0,False,0.5,4
4369,1,0.961,1.0,1.0,1.0,0.9991,0.9992,0.0,0.9957,Easy,1,False,0.5,0
4370,1,0.7451,0.9694,1.0,1.0,0.9476,0.9949,0.0,0.9497,Medium,1,False,0.5,1
4371,0,0.5128,0.3142,0.2347,0.259,0.0239,0.0257,0.0,0.1958,Non-Duplicate,0,False,0.5,4
4372,0,0.95,0.6069,0.5493,0.8294,0.1687,0.1715,0.0,0.4388,Non-Duplicate,2,False,0.5,4
4373,0,0.5116,0.4047,0.295,0.3665,0.0216,0.0229,0.0,0.2323,Non-Duplicate,0,False,0.5,4
4374,0,0.5128,0.2829,0.3073,0.2312,0.0199,0.0194,0.0,0.1899,Non-Duplicate,0,False,0.5,4
4375,0,0.5128,0.3224,0.3219,0.2935,0.0165,0.0177,0.0,0.204,Non-Duplicate,0,False,0.5,4
4376,0,0.5128,0.3018,0.3388,0.2546,0.0129,0.0127,0.0,0.1966,Non-Duplicate,0,False,0.5,4
4377,0,0.5128,0.2975,0.3808,0.2572,0.019,0.0182,0.0,0.2019,Non-Duplicate,0,False,0.5,4
4378,1,0.8636,1.0,0.7667,1.0,0.9754,0.9856,0.0,0.954,Medium,1,False,0.5,1
4379,1,0.7234,0.9891,0.6146,1.0,0.9721,0.9925,0.0,0.9215,Hard,3,False,0.5,2
4380,0,0.5128,0.4147,0.3932,0.3971,0.0249,0.0263,0.0,0.2472,Non-Duplicate,0,False,0.5,4
4381,1,0.7869,1.0,0.7584,1.0,0.9322,0.9373,0.0,0.9251,Hard,1,False,0.5,2
4382,1,0.878,1.0,0.8114,1.0,0.9769,0.9768,0.0,0.9585,Easy,1,False,0.5,0
4383,0,0.4651,0.373,0.358,0.3344,0.0193,0.0207,0.0,0.2218,Non-Duplicate,0,False,0.5,4
4384,0,0.85,0.7179,0.3717,0.8941,0.422,0.4354,0.0,0.566,Non-Duplicate,3,False,0.5,4
4385,1,0.8837,1.0,0.4333,1.0,1.0,1.0,0.0,0.9317,Medium,3,False,0.5,1
4386,1,0.76,1.0,0.9078,1.0,0.9939,0.9998,0.0,0.9652,Easy,1,False,0.5,0
4387,0,0.6842,0.3935,0.4105,0.348,0.0237,0.0272,0.0,0.2586,Non-Duplicate,0,False,0.5,4
4388,0,0.4651,0.4365,0.5968,0.0441,0.0181,0.0247,0.0,0.2684,Non-Duplicate,0,False,0.5,4
4389,0,0.5128,0.3363,0.432,0.2745,0.023,0.0217,0.0,0.2223,Non-Duplicate,0,False,0.5,4
4390,1,0.9091,1.0,1.0,1.0,0.9615,0.9886,0.0,0.979,Easy,1,False,0.5,0
4391,0,0.55,0.3704,0.3283,0.325,0.0311,0.0327,0.0,0.2318,Non-Duplicate,0,False,0.5,4
4392,0,0.4545,0.3574,0.3374,0.3022,0.0184,0.0187,0.0,0.2127,Non-Duplicate,0,False,0.5,4
4393,1,0.8636,1.0,0.9201,1.0,0.9546,0.9619,0.0,0.9594,Easy,1,False,0.5,0
4394,0,0.4615,0.3518,0.4128,0.3317,0.0284,0.032,0.0,0.2241,Non-Duplicate,0,False,0.5,4
4395,1,0.9302,1.0,0.9256,1.0,0.9761,0.9758,0.0,0.9748,Easy,1,False,0.5,0
4396,0,0.45,0.4029,0.3977,0.3521,0.0273,0.0329,0.0,0.2392,Non-Duplicate,0,False,0.5,4
4397,1,0.8837,1.0,0.6667,1.0,0.9932,0.9996,0.0,0.9533,Medium,3,False,0.5,1
4398,0,0.3284,0.3314,0.5694,0.0194,0.0272,0.0322,0.0,0.219,Non-Duplicate,0,False,0.5,4
4399,1,0.8889,1.0,1.0,1.0,0.9613,0.9639,0.0,0.972,Easy,1,False,0.5,0
4400,0,0.5405,0.3829,0.368,0.3221,0.02,0.0217,0.0,0.2342,Non-Duplicate,0,False,0.5,4
4401,0,0.5641,0.315,0.2078,0.2718,0.0212,0.0234,0.0,0.1974,Non-Duplicate,0,False,0.5,4
4402,0,0.4231,0.2083,0.5548,0.0142,0.0381,0.0406,0.0,0.1883,Non-Duplicate,0,False,0.5,4
4403,1,0.8511,1.0,0.4333,1.0,0.9833,0.9831,0.0,0.9209,Hard,3,False,0.5,2
4404,1,0.7451,0.9959,0.626,1.0,0.9896,0.9989,0.0,0.9329,Medium,3,False,0.5,1
4405,1,0.8444,1.0,1.0,1.0,0.9864,0.9859,0.0,0.9782,Easy,1,False,0.5,0
4406,0,0.4737,0.4519,0.3895,0.9149,0.0164,0.0185,0.0,0.2523,Non-Duplicate,2,False,0.5,4
4407,0,0.6316,0.3996,0.4119,0.3527,0.0276,0.0276,0.0,0.2566,Non-Duplicate,0,False,0.5,4
4408,1,0.9268,1.0,1.0,1.0,0.9871,0.9982,0.0,0.9891,Easy,1,False,0.5,0
4409,0,0.55,0.3314,0.5553,0.2497,0.0228,0.0277,0.0,0.2378,Non-Duplicate,0,False,0.5,4
4410,1,0.8261,0.9853,0.4333,1.0,0.9435,0.9644,0.0,0.8996,Hard,3,False,0.5,2
4411,0,0.4878,0.4283,0.2521,0.7615,0.0158,0.0192,0.0,0.2317,Non-Duplicate,2,False,0.5,4
4412,0,0.4545,0.4332,0.3954,0.656,0.0117,0.0108,0.0,0.2417,Non-Duplicate,2,False,0.5,4
4413,0,0.375,0.2938,0.3174,0.0125,0.0167,0.0179,0.0,0.1798,Non-Duplicate,0,False,0.5,4
4414,0,0.5,0.4311,0.4174,0.7103,0.0192,0.0184,0.0,0.2511,Non-Duplicate,2,False,0.5,4
4415,1,0.76,0.9974,0.6306,1.0,0.952,0.9686,0.0,0.9198,Hard,3,False,0.5,2
4416,1,0.8065,0.9816,0.3338,1.0,0.9053,0.9314,0.0,0.8702,Hard,3,False,0.5,2
4417,1,0.7308,0.9667,0.6534,1.0,0.9124,0.9589,0.0,0.8967,Hard,3,False,0.5,2
4418,0,0.4878,0.397,0.3078,0.9217,0.0063,0.0063,0.0,0.2214,Non-Duplicate,2,False,0.5,4
4419,1,0.7797,1.0,0.4333,1.0,1.0,1.0,0.0,0.9213,Hard,3,False,0.5,2
4420,0,0.3929,0.405,0.3767,0.0483,0.0184,0.027,0.0,0.2287,Non-Duplicate,0,False,0.5,4
4421,0,0.3729,0.3573,0.3123,0.0161,0.0226,0.0282,0.0,0.2049,Non-Duplicate,0,False,0.5,4
4422,1,0.7636,1.0,0.6667,1.0,0.8665,0.8659,0.0,0.8828,Hard,3,False,0.5,2
4423,1,0.9268,1.0,0.6667,1.0,0.9886,0.9993,0.0,0.9564,Easy,3,False,0.5,0
4424,0,0.4286,0.7682,0.4676,0.9627,0.4384,0.4543,0.0,0.5589,Non-Duplicate,2,False,0.5,4
4425,0,0.5128,0.2554,0.232,0.2084,0.0189,0.0205,0.0,0.1727,Non-Duplicate,0,False,0.5,4
4426,1,0.8718,1.0,0.6434,1.0,0.9615,0.9963,0.0,0.9412,Medium,3,False,0.5,1
4427,0,0.5128,0.3235,0.5667,0.2898,0.0198,0.0192,0.0,0.2299,Non-Duplicate,0,False,0.5,4
4428,1,0.8889,1.0,0.684,1.0,0.9251,0.9245,0.0,0.9235,Hard,3,False,0.5,2
4429,1,0.8444,1.0,0.6868,1.0,0.9706,0.9739,0.0,0.9406,Medium,3,False,0.5,1
4430,0,0.5128,0.2808,0.5379,0.232,0.0195,0.0198,0.0,0.2122,Non-Duplicate,0,False,0.5,4
4431,0,0.3673,0.3159,0.3356,0.0201,0.0339,0.0367,0.0,0.1967,Non-Duplicate,0,False,0.5,4
4432,1,0.7742,1.0,1.0,1.0,0.9957,0.9995,0.0,0.9762,Easy,1,False,0.5,0
4433,0,0.4545,0.3929,0.2361,0.7126,0.0063,0.0076,0.0,0.2097,Non-Duplicate,2,False,0.5,4
