pair_id,label,filename_similarity,content_similarity,metadata_similarity,size_similarity,tfidf_similarity,embedding_similarity,sha256_match,overall_similarity,difficulty,geometric_cluster_id,is_labeled,uncertainty_score,difficulty_code
1,1,0.7778,1.0,0.6667,1.0,0.9941,0.9973,0.0,0.9424,Medium,3,False,0.5,1
2,1,0.7451,0.9667,0.6388,1.0,0.9353,0.9927,0.0,0.9091,Hard,3,False,0.5,2
3,0,0.5,0.3888,0.6434,0.6165,0.0097,0.0123,0.0,0.2553,Non-Duplicate,2,False,0.5,4
4,0,0.4865,0.4128,0.2178,0.4128,0.022,0.0217,0.0,0.2248,Non-Duplicate,0,False,0.5,4
5,1,0.7308,0.9857,0.1607,1.0,0.9068,0.9143,0.0,0.8437,Hard,3,False,0.5,2
6,0,0.4186,0.4404,0.3594,0.957,0.0142,0.0148,0.0,0.2385,Non-Duplicate,2,False,0.5,4
7,1,0.8889,1.0,1.0,1.0,0.9851,0.9968,0.0,0.9845,Easy,1,False,0.5,0
8,1,0.9091,1.0,0.6667,1.0,0.9779,0.9984,0.0,0.9517,Medium,3,False,0.5,1
9,0,0.4651,0.3397,0.5836,0.2448,0.0173,0.016,0.0,0.2313,Non-Duplicate,0,False,0.5,4
10,0,0.4615,0.2763,0.2872,0.232,0.0156,0.0155,0.0,0.1786,Non-Duplicate,0,False,0.5,4
11,0,0.4615,0.2802,0.2991,0.2508,0.0214,0.0241,0.0,0.1843,Non-Duplicate,0,False,0.5,4
12,1,0.8936,0.9939,0.7667,1.0,0.9692,0.9869,0.0,0.9536,Medium,1,False,0.5,1
13,1,0.7692,1.0,0.4333,1.0,1.0,1.0,0.0,0.9203,Hard,3,False,0.5,2
14,0,0.6154,0.6495,0.3886,0.8942,0.2495,0.2668,0.0,0.4435,Non-Duplicate,2,False,0.5,4
15,1,0.8837,0.9983,0.6667,1.0,0.9695,0.9759,0.0,0.942,Medium,3,False,0.5,1
16,1,0.8636,1.0,0.6667,1.0,0.9868,0.9862,0.0,0.947,Medium,3,False,0.5,1
17,0,0.55,0.408,0.3772,0.3595,0.158,0.1686,0.0,0.3087,Non-Duplicate,0,False,0.5,4
18,0,0.5405,0.416,0.4137,0.3785,0.0199,0.02,0.0,0.25,Non-Duplicate,0,False,0.5,4
19,0,0.4865,0.4254,0.4256,0.623,0.0119,0.0121,0.0,0.2455,Non-Duplicate,2,False,0.5,4
20,1,0.9091,1.0,0.5717,1.0,0.9218,0.9219,0.0,0.9129,Hard,3,False,0.5,2
21,0,0.55,0.4052,0.4251,0.3653,0.0553,0.0582,0.0,0.2648,Non-Duplicate,0,False,0.5,4
22,1,0.878,1.0,0.6667,1.0,0.9209,0.9276,0.0,0.9202,Hard,3,False,0.5,2
23,0,0.3929,0.4069,0.2735,0.0542,0.0201,0.0208,0.0,0.2182,Non-Duplicate,0,False,0.5,4
24,0,0.6111,0.3409,0.2219,0.2598,0.0161,0.0149,0.0,0.2096,Non-Duplicate,0,False,0.5,4
25,0,0.5,0.4694,0.5721,0.8176,0.0196,0.0192,0.0,0.2802,Non-Duplicate,2,False,0.5,4
26,0,0.5128,0.2528,0.3694,0.1989,0.0143,0.0168,0.0,0.1836,Non-Duplicate,0,False,0.5,4
27,1,0.7308,0.9517,0.7667,1.0,0.8989,0.9536,0.0,0.8983,Hard,1,False,0.5,2
28,0,0.55,0.4135,0.6379,0.3673,0.0285,0.0311,0.0,0.2769,Non-Duplicate,0,False,0.5,4
29,0,0.5128,0.3949,0.4781,0.3325,0.0215,0.0226,0.0,0.2472,Non-Duplicate,0,False,0.5,4
30,1,0.9268,1.0,0.3247,1.0,0.9755,0.9753,0.0,0.9141,Hard,3,False,0.5,2
31,0,0.5116,0.3074,0.5507,0.2396,0.0231,0.0241,0.0,0.2244,Non-Duplicate,0,False,0.5,4
32,1,0.9136,0.9982,0.6667,1.0,0.9994,0.9994,0.0,0.9571,Easy,3,False,0.5,0
33,1,0.7692,1.0,0.5046,1.0,0.9444,0.9423,0.0,0.9019,Hard,3,False,0.5,2
34,0,0.5641,0.2973,0.4219,0.2452,0.0175,0.0202,0.0,0.2111,Non-Duplicate,0,False,0.5,4
35,1,0.7636,0.9828,0.953,1.0,0.9043,0.9885,0.0,0.9394,Medium,1,False,0.5,1
36,1,0.7451,0.9715,1.0,1.0,0.9215,0.9936,0.0,0.9436,Medium,1,False,0.5,1
37,1,0.9388,1.0,0.6041,1.0,0.9534,0.9533,0.0,0.9333,Medium,3,False,0.5,1
38,1,0.8837,0.9925,0.8397,1.0,0.9811,0.9984,0.0,0.9647,Easy,1,False,0.5,0
39,0,0.5128,0.3351,0.4749,0.2874,0.0195,0.0215,0.0,0.2252,Non-Duplicate,0,False,0.5,4
40,0,0.5641,0.2828,0.4183,0.2356,0.0241,0.0271,0.0,0.2086,Non-Duplicate,0,False,0.5,4
41,0,0.439,0.4552,0.2644,0.8721,0.0121,0.0144,0.0,0.2356,Non-Duplicate,2,False,0.5,4
42,1,0.8696,1.0,0.4333,1.0,0.9377,0.9417,0.0,0.903,Hard,3,False,0.5,2
43,1,0.7636,0.9827,0.4333,1.0,0.9404,0.9974,0.0,0.8982,Hard,3,False,0.5,2
44,0,0.55,0.4295,0.411,0.4196,0.0241,0.0249,0.0,0.2574,Non-Duplicate,0,False,0.5,4
45,0,0.5128,0.2856,0.3836,0.2584,0.0223,0.0243,0.0,0.2,Non-Duplicate,0,False,0.5,4
46,1,0.8444,1.0,1.0,1.0,1.0,1.0,0.0,0.9844,Easy,1,False,0.5,0
47,1,0.7636,0.9707,0.7667,1.0,0.9503,0.989,0.0,0.9282,Hard,1,False,0.5,2
48,0,0.5405,0.4155,0.505,0.8341,0.0156,0.0165,0.0,0.2572,Non-Duplicate,2,False,0.5,4
49,1,0.7451,0.9765,0.6667,1.0,0.9206,0.9949,0.0,0.9121,Hard,3,False,0.5,2
50,0,0.4444,0.4291,0.3918,0.8216,0.016,0.0179,0.0,0.2414,Non-Duplicate,2,False,0.5,4
51,1,0.9057,1.0,1.0,1.0,0.951,0.95,0.0,0.9683,Easy,1,False,0.5,0
52,1,0.8727,1.0,1.0,1.0,0.9707,0.9737,0.0,0.9747,Easy,1,False,0.5,0
53,1,0.8889,1.0,0.3055,1.0,0.9893,0.996,0.0,0.916,Hard,3,False,0.5,2
54,0,0.4615,0.2658,0.5429,0.2049,0.0156,0.016,0.0,0.2006,Non-Duplicate,0,False,0.5,4
55,1,0.8511,1.0,1.0,1.0,0.9896,0.9995,0.0,0.9824,Easy,1,False,0.5,0
56,0,0.5789,0.3441,0.411,0.2797,0.021,0.0213,0.0,0.2289,Non-Duplicate,0,False,0.5,4
57,0,0.5128,0.3592,0.3575,0.3731,0.0224,0.0248,0.0,0.2234,Non-Duplicate,0,False,0.5,4
58,0,0.5,0.3406,0.4301,0.2768,0.021,0.0211,0.0,0.2217,Non-Duplicate,0,False,0.5,4
59,0,0.5128,0.2848,0.4644,0.2326,0.0252,0.0282,0.0,0.2093,Non-Duplicate,0,False,0.5,4
60,0,0.4444,0.4394,0.4607,0.7114,0.0218,0.0199,0.0,0.2537,Non-Duplicate,2,False,0.5,4
61,0,0.5128,0.3514,0.6064,0.3105,0.0223,0.0247,0.0,0.2454,Non-Duplicate,0,False,0.5,4
62,0,0.4651,0.4077,0.3589,0.4169,0.0164,0.0167,0.0,0.2325,Non-Duplicate,0,False,0.5,4
63,0,0.4878,0.4078,0.3256,0.3716,0.0192,0.0204,0.0,0.2329,Non-Duplicate,0,False,0.5,4
64,1,0.9091,1.0,1.0,1.0,0.979,0.9837,0.0,0.9824,Easy,1,False,0.5,0
65,0,0.5714,0.4154,0.2968,0.7361,0.0064,0.0076,0.0,0.2353,Non-Duplicate,2,False,0.5,4
66,0,0.4545,0.3297,0.6411,0.2552,0.0141,0.0147,0.0,0.2314,Non-Duplicate,0,False,0.5,4
67,0,0.5946,0.3675,0.4005,0.3064,0.0158,0.0166,0.0,0.2354,Non-Duplicate,0,False,0.5,4
68,1,0.8444,1.0,0.7667,1.0,0.8972,0.8958,0.0,0.9146,Hard,1,False,0.5,2
69,0,0.4651,0.4111,0.421,0.3885,0.0218,0.0228,0.0,0.2425,Non-Duplicate,0,False,0.5,4
70,1,0.8936,0.998,1.0,1.0,0.9884,0.999,0.0,0.9856,Easy,1,False,0.5,0
71,0,0.4737,0.4411,0.4374,0.7589,0.0169,0.0183,0.0,0.2534,Non-Duplicate,2,False,0.5,4
72,0,0.4615,0.2627,0.2251,0.1999,0.0171,0.018,0.0,0.1685,Non-Duplicate,0,False,0.5,4
73,1,0.9275,0.9988,0.6667,1.0,0.9988,0.9994,0.0,0.9586,Easy,3,False,0.5,0
74,0,0.3636,0.4045,0.3301,0.3785,0.0201,0.0216,0.0,0.2203,Non-Duplicate,0,False,0.5,4
75,1,0.9302,0.974,1.0,1.0,0.9054,0.9299,0.0,0.9463,Medium,1,False,0.5,1
76,0,0.4091,0.3804,0.3242,0.3393,0.0149,0.0154,0.0,0.2133,Non-Duplicate,0,False,0.5,4
77,0,0.4651,0.425,0.2461,0.9301,0.008,0.0081,0.0,0.2235,Non-Duplicate,2,False,0.5,4
78,0,0.5238,0.4004,0.337,0.3805,0.0248,0.0304,0.0,0.2385,Non-Duplicate,0,False,0.5,4
79,1,0.8444,0.981,1.0,1.0,0.9601,0.9937,0.0,0.9666,Easy,1,False,0.5,0
80,1,0.8444,1.0,0.6667,1.0,0.9921,0.9982,0.0,0.9488,Medium,3,False,0.5,1
81,1,0.8444,1.0,1.0,1.0,0.983,0.987,0.0,0.9776,Easy,1,False,0.5,0
82,1,0.8837,1.0,0.637,1.0,0.9912,0.9988,0.0,0.9496,Medium,3,False,0.5,1
83,1,0.7692,0.983,0.4333,1.0,0.9745,0.9974,0.0,0.9074,Hard,3,False,0.5,2
84,0,0.5128,0.3257,0.2991,0.3001,0.0214,0.0247,0.0,0.2055,Non-Duplicate,0,False,0.5,4
85,0,0.4091,0.4048,0.3854,0.3422,0.0222,0.0245,0.0,0.2316,Non-Duplicate,0,False,0.5,4
86,1,0.9189,1.0,0.6667,1.0,0.9932,0.9968,0.0,0.9562,Easy,3,False,0.5,0
87,1,0.8261,1.0,0.6667,1.0,0.9951,0.9983,0.0,0.9477,Medium,3,False,0.5,1
88,1,0.9268,0.99,0.6667,1.0,0.9611,0.9923,0.0,0.9446,Medium,3,False,0.5,1
89,1,0.9048,0.9935,0.6667,1.0,0.9626,0.997,0.0,0.9449,Medium,3,False,0.5,1
90,0,0.4091,0.3869,0.379,0.3286,0.0271,0.0306,0.0,0.2271,Non-Duplicate,0,False,0.5,4
91,1,0.7547,0.9598,0.6667,1.0,0.9461,0.99,0.0,0.9126,Hard,3,False,0.5,2
92,0,0.4,0.4516,0.2119,0.8732,0.0138,0.0146,0.0,0.2256,Non-Duplicate,2,False,0.5,4
93,0,0.45,0.3335,0.3667,0.237,0.0177,0.018,0.0,0.2064,Non-Duplicate,0,False,0.5,4
94,0,0.4091,0.3807,0.2822,0.3454,0.0243,0.0239,0.0,0.2132,Non-Duplicate,0,False,0.5,4
95,0,0.439,0.4558,0.268,0.7682,0.0197,0.0226,0.0,0.2397,Non-Duplicate,2,False,0.5,4
96,1,0.8444,1.0,0.6667,1.0,0.9953,0.9957,0.0,0.9491,Medium,3,False,0.5,1
97,1,0.9268,1.0,1.0,1.0,0.9985,0.9999,0.0,0.9923,Easy,1,False,0.5,0
98,1,0.8889,0.9827,0.7667,1.0,0.8987,0.9037,0.0,0.9149,Hard,1,False,0.5,2
99,1,0.9425,0.9961,1.0,1.0,0.9998,0.9998,0.0,0.9928,Easy,1,False,0.5,0
100,1,0.7742,0.9978,1.0,1.0,0.9963,0.9989,0.0,0.9755,Easy,1,False,0.5,0
101,0,0.5714,0.3706,0.3151,0.3262,0.0224,0.0255,0.0,0.229,Non-Duplicate,0,False,0.5,4
102,1,0.7778,1.0,0.6667,1.0,0.8841,0.8803,0.0,0.8915,Hard,3,False,0.5,2
103,1,0.8085,0.983,0.7667,1.0,0.9603,0.9904,0.0,0.9397,Medium,1,False,0.5,1
104,0,0.5128,0.3224,0.6352,0.2618,0.0219,0.0243,0.0,0.238,Non-Duplicate,0,False,0.5,4
105,0,0.5128,0.3185,0.4215,0.2526,0.0229,0.0234,0.0,0.2153,Non-Duplicate,0,False,0.5,4
106,1,0.8936,0.9857,0.4333,1.0,0.9875,0.9906,0.0,0.9227,Hard,3,False,0.5,2
107,1,0.9268,1.0,0.7534,1.0,0.9945,0.9958,0.0,0.9658,Easy,1,False,0.5,0
108,1,0.9091,1.0,0.358,1.0,0.9649,0.9842,0.0,0.9148,Hard,3,False,0.5,2
109,0,0.439,0.4053,0.505,0.4038,0.019,0.02,0.0,0.245,Non-Duplicate,0,False,0.5,4
110,1,0.76,0.9713,0.4333,1.0,0.9335,0.9906,0.0,0.8908,Hard,3,False,0.5,2
111,0,0.4651,0.3947,0.2808,0.3632,0.0126,0.0139,0.0,0.2186,Non-Duplicate,0,False,0.5,4
112,0,0.4762,0.4136,0.2662,0.7794,0.0056,0.0091,0.0,0.2222,Non-Duplicate,2,False,0.5,4
113,1,0.8889,0.9882,0.3082,1.0,0.9852,0.9977,0.0,0.9114,Hard,3,False,0.5,2
114,0,0.5128,0.3648,0.6402,0.3012,0.0222,0.0246,0.0,0.2534,Non-Duplicate,0,False,0.5,4
115,0,0.4324,0.4225,0.3429,0.7219,0.0112,0.0123,0.0,0.2307,Non-Duplicate,2,False,0.5,4
116,0,0.55,0.4398,0.2584,0.8567,0.0159,0.0176,0.0,0.2423,Non-Duplicate,2,False,0.5,4
117,0,0.5128,0.3544,0.4164,0.35,0.0295,0.0312,0.0,0.2306,Non-Duplicate,0,False,0.5,4
118,0,0.6,0.3309,0.3205,0.2546,0.021,0.0226,0.0,0.2177,Non-Duplicate,0,False,0.5,4
119,1,0.8571,1.0,0.9927,1.0,0.9807,0.9988,0.0,0.9799,Easy,1,False,0.5,0
120,1,0.9268,1.0,0.6667,1.0,0.9958,0.9995,0.0,0.9582,Easy,3,False,0.5,0
121,1,0.8837,1.0,0.9064,1.0,0.9715,0.9776,0.0,0.9674,Easy,1,False,0.5,0
122,0,0.5,0.4108,0.2963,0.9446,0.0101,0.0096,0.0,0.2279,Non-Duplicate,2,False,0.5,4
123,0,0.5128,0.2953,0.6096,0.2382,0.015,0.0156,0.0,0.2225,Non-Duplicate,0,False,0.5,4
124,1,0.7451,0.9805,0.9881,1.0,0.9316,0.9941,0.0,0.9482,Medium,1,False,0.5,1
125,1,0.7812,0.9984,1.0,1.0,0.9988,1.0,0.0,0.9773,Easy,1,False,0.5,0
126,0,0.4865,0.4192,0.1895,0.6496,0.0118,0.0122,0.0,0.2197,Non-Duplicate,2,False,0.5,4
127,1,0.9268,1.0,0.9703,1.0,0.9907,0.9925,0.0,0.9859,Easy,1,False,0.5,0
128,1,0.7451,1.0,0.7128,1.0,0.9945,0.9954,0.0,0.9435,Medium,3,False,0.5,1
129,0,0.5128,0.2949,0.2338,0.2429,0.018,0.0176,0.0,0.1859,Non-Duplicate,0,False,0.5,4
130,0,0.5128,0.2947,0.6356,0.2521,0.0244,0.027,0.0,0.2295,Non-Duplicate,0,False,0.5,4
131,1,0.8837,0.9971,1.0,1.0,0.9875,0.9994,0.0,0.9841,Easy,1,False,0.5,0
132,0,0.3922,0.4042,0.3557,0.0432,0.0183,0.0181,0.0,0.2245,Non-Duplicate,0,False,0.5,4
133,1,0.9268,0.9982,0.8662,1.0,0.9918,0.9966,0.0,0.9759,Easy,1,False,0.5,0
134,1,0.9268,0.9887,0.9292,1.0,0.9912,0.9994,0.0,0.9794,Easy,1,False,0.5,0
135,1,0.8727,0.9841,0.7667,1.0,0.9128,0.933,0.0,0.9232,Hard,1,False,0.5,2
136,1,0.9268,0.9983,0.6667,1.0,0.9785,0.9868,0.0,0.9507,Medium,3,False,0.5,1
137,1,0.7308,0.963,0.9744,1.0,0.9339,0.9662,0.0,0.9343,Medium,1,False,0.5,1
138,0,0.5238,0.3906,0.5795,0.337,0.0226,0.0217,0.0,0.257,Non-Duplicate,0,False,0.5,4
139,0,0.5366,0.698,0.5877,0.9906,0.1978,0.2047,0.0,0.4471,Non-Duplicate,2,False,0.5,4
140,1,0.8571,1.0,0.6397,1.0,0.9275,0.9349,0.0,0.9185,Hard,3,False,0.5,2
141,1,0.8837,1.0,0.6667,1.0,0.8508,0.8516,0.0,0.8881,Hard,3,False,0.5,2
142,1,0.9362,0.9863,1.0,1.0,0.9212,0.9296,0.0,0.9551,Medium,1,False,0.5,1
143,0,0.5,0.9193,0.1543,0.5819,0.4565,0.4756,0.0,0.5964,Non-Duplicate,2,False,0.5,4
144,1,0.8837,1.0,0.6667,1.0,0.9715,0.9774,0.0,0.9434,Medium,3,False,0.5,1
145,1,0.9302,0.9939,0.6667,1.0,0.983,0.9902,0.0,0.9514,Medium,3,False,0.5,1
146,0,0.4615,0.3361,0.3046,0.3046,0.0192,0.0209,0.0,0.2032,Non-Duplicate,0,False,0.5,4
147,0,0.4651,0.3422,0.3411,0.2946,0.0208,0.0204,0.0,0.2097,Non-Duplicate,0,False,0.5,4
148,1,0.8889,0.9557,1.0,1.0,0.9881,0.9992,0.0,0.9702,Easy,1,False,0.5,0
149,0,0.6316,0.3599,0.3064,0.3018,0.0243,0.0261,0.0,0.2311,Non-Duplicate,0,False,0.5,4
150,0,0.4615,0.2742,0.3425,0.2296,0.0232,0.0247,0.0,0.1871,Non-Duplicate,0,False,0.5,4
151,1,0.8727,1.0,0.6667,1.0,0.989,0.9925,0.0,0.9497,Medium,3,False,0.5,1
152,1,0.9048,0.9928,0.7667,1.0,0.9558,0.9665,0.0,0.9468,Medium,1,False,0.5,1
153,1,0.8511,0.9692,0.6822,1.0,0.9737,0.9905,0.0,0.9341,Medium,3,False,0.5,1
154,1,0.9412,1.0,1.0,1.0,0.9608,0.9704,0.0,0.9784,Easy,1,False,0.5,0
155,1,0.7407,1.0,0.6667,1.0,0.9953,0.9997,0.0,0.9395,Medium,3,False,0.5,1
156,1,0.7407,0.9762,0.7667,1.0,0.9675,0.9963,0.0,0.9335,Medium,1,False,0.5,1
157,1,0.8261,0.9848,0.5977,1.0,0.9629,0.9959,0.0,0.927,Hard,3,False,0.5,2
158,1,0.7636,1.0,0.7667,1.0,0.9977,0.9997,0.0,0.9524,Medium,1,False,0.5,1
159,0,0.3922,0.0986,0.421,0.0468,0.0183,0.023,0.0,0.125,Non-Duplicate,0,False,0.5,4
160,0,0.55,0.4391,0.3694,0.4231,0.1744,0.1872,0.0,0.3267,Non-Duplicate,0,False,0.5,4
161,1,0.8837,1.0,0.6667,1.0,0.9749,0.9919,0.0,0.9471,Medium,3,False,0.5,1
162,0,0.5128,0.2722,0.4265,0.2272,0.0173,0.0201,0.0,0.1975,Non-Duplicate,0,False,0.5,4
163,1,0.8788,0.9836,0.6667,1.0,0.9951,0.9987,0.0,0.9473,Medium,3,False,0.5,1
164,0,0.6957,0.7978,0.5123,0.9189,0.3341,0.3507,0.0,0.5537,Non-Duplicate,2,False,0.5,4
165,1,0.8837,1.0,0.6667,1.0,0.9664,0.9724,0.0,0.9411,Medium,3,False,0.5,1
166,1,0.8837,1.0,0.7667,1.0,0.996,0.9999,0.0,0.964,Easy,1,False,0.5,0
167,1,0.7451,0.9973,0.9785,1.0,0.9901,0.9994,0.0,0.9688,Easy,1,False,0.5,0
168,1,0.9302,1.0,0.4333,1.0,1.0,1.0,0.0,0.9364,Medium,3,False,0.5,1
169,0,0.5,0.4672,0.158,0.9252,0.0157,0.0198,0.0,0.2372,Non-Duplicate,2,False,0.5,4
170,0,0.5789,0.4198,0.3589,0.3976,0.0255,0.0285,0.0,0.2528,Non-Duplicate,0,False,0.5,4
171,1,0.9048,0.9938,1.0,1.0,0.9767,0.9985,0.0,0.9822,Easy,1,False,0.5,0
172,0,0.5,0.4159,0.379,0.9445,0.0087,0.0088,0.0,0.2374,Non-Duplicate,2,False,0.5,4
173,0,0.5,0.329,0.2772,0.2558,0.0183,0.0196,0.0,0.2014,Non-Duplicate,0,False,0.5,4
174,1,0.918,0.9991,0.7667,1.0,0.9997,1.0,0.0,0.9681,Easy,1,False,0.5,0
175,1,0.88,0.988,0.7667,1.0,0.9846,0.9962,0.0,0.9559,Easy,1,False,0.5,0
176,1,0.8718,1.0,0.8288,1.0,0.9627,0.988,0.0,0.9583,Easy,1,False,0.5,0
177,1,0.9505,0.9933,0.7667,1.0,0.9995,0.9996,0.0,0.9691,Easy,1,False,0.5,0
178,0,0.5128,0.357,0.3708,0.3364,0.0226,0.0232,0.0,0.2236,Non-Duplicate,0,False,0.5,4
179,1,0.8333,0.9677,0.6667,1.0,0.9088,0.9208,0.0,0.9001,Hard,3,False,0.5,2
180,1,0.7451,0.9695,0.5616,1.0,0.9574,0.993,0.0,0.9079,Hard,3,False,0.5,2
181,1,0.7547,0.9324,0.4333,1.0,0.9055,0.9275,0.0,0.857,Hard,3,False,0.5,2
182,1,0.9189,1.0,0.7667,1.0,0.9632,0.9717,0.0,0.9537,Medium,1,False,0.5,1
183,1,0.8444,0.9959,1.0,1.0,0.9592,0.9731,0.0,0.9674,Easy,1,False,0.5,0
184,1,0.9268,0.9958,0.7667,1.0,0.9891,0.9959,0.0,0.9643,Easy,1,False,0.5,0
185,1,0.8571,1.0,0.8023,1.0,0.9617,0.9766,0.0,0.9517,Medium,1,False,0.5,1
186,1,0.8889,0.9721,0.937,1.0,0.9437,0.9442,0.0,0.9476,Medium,1,False,0.5,1
187,0,0.45,0.3949,0.4046,0.3693,0.0175,0.0194,0.0,0.2319,Non-Duplicate,0,False,0.5,4
188,1,0.8261,0.9887,1.0,1.0,0.9651,0.9864,0.0,0.9672,Easy,1,False,0.5,0
189,1,0.8293,0.9668,0.6667,1.0,0.8393,0.8746,0.0,0.8727,Hard,3,False,0.5,2
190,0,0.55,0.3433,0.3201,0.26,0.0475,0.0506,0.0,0.2291,Non-Duplicate,0,False,0.5,4
191,0,0.4545,0.4405,0.3438,0.7585,0.0215,0.0226,0.0,0.2439,Non-Duplicate,2,False,0.5,4
192,1,0.9302,1.0,0.5895,1.0,0.9835,0.9921,0.0,0.9463,Medium,3,False,0.5,1
193,0,0.3929,0.4077,0.2886,0.053,0.0176,0.0176,0.0,0.2188,Non-Duplicate,0,False,0.5,4
194,0,0.5128,0.3281,0.6374,0.2695,0.0186,0.019,0.0,0.2383,Non-Duplicate,0,False,0.5,4
195,0,0.5128,0.3082,0.516,0.2743,0.0233,0.0244,0.0,0.2215,Non-Duplicate,0,False,0.5,4
196,1,0.7547,1.0,0.6667,1.0,1.0,1.0,0.0,0.9421,Medium,3,False,0.5,1
197,1,0.9057,1.0,0.7543,1.0,0.995,0.9996,0.0,0.9647,Easy,1,False,0.5,0
198,1,0.7407,0.9423,0.6005,1.0,0.8945,0.9211,0.0,0.8718,Hard,3,False,0.5,2
199,0,0.5641,0.3511,0.3653,0.2982,0.0169,0.0169,0.0,0.2234,Non-Duplicate,0,False,0.5,4
200,1,0.8837,0.9975,0.4333,1.0,0.9715,0.9765,0.0,0.919,Hard,3,False,0.5,2
201,1,0.9302,0.9833,0.6667,1.0,0.9855,0.9969,0.0,0.9496,Medium,3,False,0.5,1
202,1,0.8085,1.0,0.979,1.0,0.9888,0.995,0.0,0.975,Easy,1,False,0.5,0
203,0,0.6316,0.4164,0.1274,0.401,0.0222,0.0233,0.0,0.2318,Non-Duplicate,0,False,0.5,4
204,0,0.5641,0.3241,0.2447,0.304,0.0237,0.0233,0.0,0.2049,Non-Duplicate,0,False,0.5,4
205,0,0.5128,0.3704,0.311,0.3423,0.0337,0.0359,0.0,0.2276,Non-Duplicate,0,False,0.5,4
206,1,0.9091,1.0,0.4333,1.0,0.9153,0.9241,0.0,0.8979,Hard,3,False,0.5,2
207,1,0.8837,1.0,0.9872,1.0,0.9829,0.9835,0.0,0.9795,Easy,1,False,0.5,0
208,0,0.4545,0.3772,0.4005,0.5552,0.0072,0.0072,0.0,0.2208,Non-Duplicate,0,False,0.5,4
209,1,0.9333,1.0,0.6667,1.0,0.9693,0.9693,0.0,0.9462,Medium,3,False,0.5,1
210,0,0.4091,0.3614,0.2648,0.3049,0.0227,0.0227,0.0,0.2041,Non-Duplicate,0,False,0.5,4
211,1,0.9333,1.0,0.6667,1.0,0.9606,0.9641,0.0,0.943,Medium,3,False,0.5,1
212,0,0.5128,0.3409,0.4571,0.3025,0.0176,0.0185,0.0,0.2244,Non-Duplicate,0,False,0.5,4
213,0,0.439,0.4607,0.3991,0.8425,0.0393,0.0407,0.0,0.263,Non-Duplicate,2,False,0.5,4
214,0,0.4186,0.401,0.2918,0.3633,0.0216,0.0234,0.0,0.2215,Non-Duplicate,0,False,0.5,4
215,1,0.7869,1.0,0.5886,1.0,0.9913,0.9989,0.0,0.9351,Medium,3,False,0.5,1
216,1,0.8837,1.0,0.4333,1.0,0.9952,0.9992,0.0,0.9303,Hard,3,False,0.5,2
217,0,0.95,0.73,0.2411,0.8333,0.45,0.4804,0.0,0.5832,Non-Duplicate,3,False,0.5,4
218,1,0.76,0.9591,0.4333,1.0,0.8554,0.8905,0.0,0.847,Hard,3,False,0.5,2
219,1,0.8636,0.9958,0.6667,1.0,0.9614,0.9704,0.0,0.936,Medium,3,False,0.5,1
220,0,0.386,0.238,0.5247,0.0104,0.028,0.0293,0.0,0.1872,Non-Duplicate,0,False,0.5,4
221,0,0.4444,0.4429,0.132,0.8786,0.0187,0.0219,0.0,0.2217,Non-Duplicate,2,False,0.5,4
222,0,0.5128,0.3366,0.2352,0.3284,0.0185,0.018,0.0,0.2008,Non-Duplicate,0,False,0.5,4
223,1,0.9302,0.9883,0.4333,1.0,0.9495,0.9647,0.0,0.9126,Hard,3,False,0.5,2
224,1,0.8889,1.0,0.9845,1.0,0.9969,0.9999,0.0,0.9866,Easy,1,False,0.5,0
225,0,0.5,0.4444,0.6489,0.9071,0.0138,0.0144,0.0,0.2768,Non-Duplicate,2,False,0.5,4
226,0,0.4737,0.4586,0.39,0.983,0.0129,0.012,0.0,0.2525,Non-Duplicate,2,False,0.5,4
227,0,0.45,0.307,0.6315,0.223,0.0261,0.0232,0.0,0.2268,Non-Duplicate,0,False,0.5,4
228,0,0.4615,0.421,0.3539,0.3854,0.022,0.0228,0.0,0.2389,Non-Duplicate,0,False,0.5,4
229,0,0.439,0.4396,0.3311,0.7368,0.027,0.0228,0.0,0.2422,Non-Duplicate,2,False,0.5,4
230,0,0.6316,0.3953,0.5566,0.3462,0.0339,0.0338,0.0,0.2724,Non-Duplicate,0,False,0.5,4
231,0,0.3929,0.4044,0.3073,0.0527,0.0229,0.0279,0.0,0.2228,Non-Duplicate,0,False,0.5,4
232,1,0.9268,1.0,0.91,1.0,0.9698,0.9762,0.0,0.9714,Easy,1,False,0.5,0
233,0,0.4615,0.3123,0.2037,0.2818,0.0223,0.0235,0.0,0.1861,Non-Duplicate,0,False,0.5,4
234,0,0.4651,0.4425,0.7539,0.8491,0.0214,0.0206,0.0,0.2863,Non-Duplicate,2,False,0.5,4
235,1,0.7586,1.0,0.6667,1.0,0.9956,0.9998,0.0,0.9414,Medium,3,False,0.5,1
236,1,0.7547,0.9749,0.9977,1.0,0.9529,0.9795,0.0,0.9506,Medium,1,False,0.5,1
237,0,0.4091,0.4008,0.6443,0.3168,0.0246,0.0259,0.0,0.257,Non-Duplicate,0,False,0.5,4
238,1,0.9143,1.0,0.6667,1.0,0.9994,0.9994,0.0,0.9578,Easy,3,False,0.5,0
239,0,0.5128,0.3542,0.2767,0.3695,0.0232,0.0246,0.0,0.2136,Non-Duplicate,0,False,0.5,4
240,0,0.4878,0.3152,0.4096,0.2284,0.0188,0.0192,0.0,0.2086,Non-Duplicate,0,False,0.5,4
